"ID"	"zeroh_baseMean"	"zeroh_log2FoldChange"	"zeroh_lfcSE"	"zeroh_stat"	"zeroh_pvalue"	"zeroh_padj"	"zeroh_X1"	"zeroh_X2"	"zeroh_X3"	"zeroh_X4"	"zeroh_X5"	"zeroh_X6"	"zeroh_X7"	"zeroh_X8"	"zeroh_Name"	"zeroh_portal_ID"	"zeroh_product_name"	"zeroh_proteinID"	"zeroh_transcriptID"	"twofourh_baseMean"	"twofourh_log2FoldChange"	"twofourh_lfcSE"	"twofourh_stat"	"twofourh_pvalue"	"twofourh_padj"	"seventwoh_baseMean"	"seventwoh_log2FoldChange"	"seventwoh_lfcSE"	"seventwoh_stat"	"seventwoh_pvalue"	"seventwoh_padj"
"gene_10018"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_13"	"prediction"	"gene"	522851	524650	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152369"	"portal_id=Sepmu1"	"hypothetical protein"	"152369"	"152453"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10019"	2.06694730790282	0.114896861529865	0.279963113578134	0.410399998990575	0.681512547022436	0.960727249024193	"scaffold_13"	"prediction"	"gene"	525475	526655	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152371"	"portal_id=Sepmu1"	"expressed protein"	"152371"	"152455"	2.06694730790282	-0.174793590504782	0.24084785884036	-0.725742762864416	0.467996481259056	0.999727190789638	2.06694730790282	0.207079121715405	0.288323432724615	0.718218147441355	0.472622790138409	0.999908174269159
"gene_1002"	7.8680060006742	-0.020423322880502	0.154118412312016	-0.132517085882994	0.894575309622549	0.993773189486212	"scaffold_1"	"prediction"	"gene"	2890730	2893381	"0"	"-"	"."	"Name=jgi.p|Sepmu1|146292"	"portal_id=Sepmu1"	"expressed protein"	"146292"	"146376"	7.8680060006742	0.071007259117925	0.151177173237104	0.469695639873875	0.638572483405629	0.999727190789638	7.8680060006742	0.232954303411418	0.169643432098381	1.37319966078216	0.169690285132454	0.999908174269159
"gene_10020"	1.11298294186145	0.196647381886401	0.380967128349055	0.516179395158276	0.605729119936989	0.950119626108115	"scaffold_13"	"prediction"	"gene"	527211	527595	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152372"	"portal_id=Sepmu1"	"expressed protein"	"152372"	"152456"	1.11298294186145	0.125950786021401	0.368623033995984	0.341679098715175	0.732592403267385	0.999727190789638	1.11298294186145	-0.0321530247112274	0.375128684723666	-0.0857119863678581	0.931695373452935	0.999908174269159
"gene_10021"	1.123915474206	0.159096539548844	0.389999731136454	0.407940126228393	0.683317632584182	0.960727249024193	"scaffold_13"	"prediction"	"gene"	528260	528832	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152373"	"portal_id=Sepmu1"	"expressed protein"	"152373"	"152457"	1.123915474206	-0.00427159855540304	0.364779876363471	-0.0117100718328737	0.990656928008488	0.999727190789638	1.123915474206	-0.128877564051523	0.369677484035148	-0.348621621865588	0.727373393065041	0.999908174269159
"gene_10022"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_13"	"prediction"	"gene"	528923	531622	"0"	"+"	"."	"Name=jgi.p|Sepmu1|129073"	"portal_id=Sepmu1"	"expressed protein"	"129073"	"129157"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10023"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_13"	"prediction"	"gene"	528923	531622	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152374"	"portal_id=Sepmu1"	"expressed protein"	"152374"	"152458"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10024"	5.91957317262889	-0.0887385088132947	0.164725520634951	-0.538705286656514	0.590090225316353	0.948849520636125	"scaffold_13"	"prediction"	"gene"	528923	531009	"0"	"-"	"."	"Name=jgi.p|Sepmu1|159612"	"portal_id=Sepmu1"	"hypothetical protein"	"159612"	"159696"	5.91957317262889	0.116287564054696	0.176063559356805	0.660486272568368	0.508941824893073	0.999727190789638	5.91957317262889	-0.153736621291949	0.199032081385254	-0.772421311287857	0.439864935721211	0.999908174269159
"gene_10025"	1.84512037524418	-0.0556808089841655	0.278722227153055	-0.199771685067619	0.841659146969603	0.982546158991738	"scaffold_13"	"prediction"	"gene"	531952	532461	"0"	"-"	"."	"Name=jgi.p|Sepmu1|121585"	"portal_id=Sepmu1"	"expressed protein"	"121585"	"121669"	1.84512037524418	0.230698133531617	0.271416428998754	0.849978515975082	0.395337030822887	0.999727190789638	1.84512037524418	-0.0336568124557458	0.311864724822853	-0.107921190749815	0.91405820750765	0.999908174269159
"gene_10026"	11.1995928616349	0.0215076065212989	0.151636559988422	0.14183654999125	0.887209113192096	0.993305345218241	"scaffold_13"	"prediction"	"gene"	532531	535540	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152375"	"portal_id=Sepmu1"	"expressed protein"	"152375"	"152459"	11.1995928616349	0.0363585479076072	0.161868130452315	0.224618322371482	0.82227620990107	0.999727190789638	11.1995928616349	-0.289296262128767	0.173600653631591	-1.66644684842433	0.0956244463370961	0.999908174269159
"gene_10027"	1.26675653438805	-0.115860168107302	0.339376234559371	-0.34139151864222	0.732808859159878	0.966970418376459	"scaffold_13"	"prediction"	"gene"	536571	537358	"0"	"-"	"."	"Name=jgi.p|Sepmu1|121587"	"portal_id=Sepmu1"	"expressed protein"	"121587"	"121671"	1.26675653438805	-0.0289371970692868	0.346777672504374	-0.083445963692838	0.933496942183998	0.999727190789638	1.26675653438805	-0.123933219581045	0.359944415223513	-0.344312105812468	0.730611581134976	0.999908174269159
"gene_10028"	18.149557198527	0.0842479660030076	0.114295284456113	0.737107977848	0.461056688017165	0.93667218237538	"scaffold_13"	"prediction"	"gene"	538543	539301	"0"	"-"	"."	"Name=jgi.p|Sepmu1|94820"	"portal_id=Sepmu1"	"hypothetical protein"	"94820"	"94904"	18.149557198527	-0.0619243080093313	0.106022834487885	-0.584065765723394	0.559176066248744	0.999727190789638	18.149557198527	-0.137138773693643	0.110408054992218	-1.24210841050781	0.214196565852922	0.999908174269159
"gene_10029"	15.8002762480916	-0.172192106387973	0.115634053720723	-1.48911242706969	0.136457765927655	0.93667218237538	"scaffold_13"	"prediction"	"gene"	539593	542263	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152377"	"portal_id=Sepmu1"	"expressed protein"	"152377"	"152461"	15.8002762480916	-0.014626249087107	0.115225865260567	-0.126935467605574	0.898991474593732	0.999727190789638	15.8002762480916	-0.0532588958690887	0.121769573400239	-0.437374414493796	0.661839836192186	0.999908174269159
"gene_1003"	6.23442419637058	0.289654270604779	0.165744664300748	1.74759333476457	0.0805344703147159	0.93667218237538	"scaffold_1"	"prediction"	"gene"	2893910	2895039	"0"	"+"	"."	"Name=jgi.p|Sepmu1|160512"	"portal_id=Sepmu1"	"DNA-directed RNA polymerase III 25 kd polypeptide"	"160512"	"160596"	6.23442419637058	-0.0347859708934136	0.157955812673004	-0.220225962595164	0.825695177711343	0.999727190789638	6.23442419637058	0.121503214730943	0.177153729752084	0.685863147792484	0.492799410954867	0.999908174269159
"gene_10030"	2.88827150100936	0.171658596400069	0.208281398465673	0.824166717069363	0.409844835596467	0.93667218237538	"scaffold_13"	"prediction"	"gene"	542331	544146	"0"	"-"	"."	"Name=jgi.p|Sepmu1|136899"	"portal_id=Sepmu1"	"pantothenate transporter"	"136899"	"136983"	2.88827150100936	0.237059116841967	0.227384285301857	1.04254837368056	0.297157510338414	0.999727190789638	2.88827150100936	0.0234090586727133	0.263635229801185	0.0887933630507833	0.929246132375585	0.999908174269159
"gene_10031"	1.07637453790412	0.280069999515431	0.404218935913117	0.69286709412255	0.488392961771146	0.93667218237538	"scaffold_13"	"prediction"	"gene"	545724	546334	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152378"	"portal_id=Sepmu1"	"expressed protein"	"152378"	"152462"	1.07637453790412	0.0888193123818687	0.370626713779745	0.239646277722582	0.810604485502364	0.999727190789638	1.07637453790412	0.0146635605943573	0.377990258227244	0.0387934881261986	0.969055036650652	0.999908174269159
"gene_10032"	2.99956017034536	-0.347795106964249	0.215028078508215	-1.61744042627885	0.105783245350724	0.93667218237538	"scaffold_13"	"prediction"	"gene"	547740	548491	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152379"	"portal_id=Sepmu1"	"expressed protein"	"152379"	"152463"	2.99956017034536	-0.0161093005177417	0.212723506816225	-0.075728821693687	0.939634845431718	0.999727190789638	2.99956017034536	0.217747863899281	0.237037915265601	0.918620397311941	0.358294159283153	0.999908174269159
"gene_10033"	1.1078898560234	0.267937803668359	0.397319957380749	0.674362811862471	0.500080679510762	0.93667218237538	"scaffold_13"	"prediction"	"gene"	549298	550712	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152380"	"portal_id=Sepmu1"	"expressed protein"	"152380"	"152464"	1.1078898560234	0.0889157030283223	0.370680974411688	0.23987123474422	0.81043008125178	0.999727190789638	1.1078898560234	0.095256861926057	0.367751734660134	0.259024915311659	0.795616016724045	0.999908174269159
"gene_10034"	1.46858456983589	0.249149799696981	0.296173193532909	0.84123008137567	0.400219051489154	0.93667218237538	"scaffold_13"	"prediction"	"gene"	551529	552314	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152382"	"portal_id=Sepmu1"	"hypothetical protein"	"152382"	"152466"	1.46858456983589	-0.126390487851066	0.335737708672284	-0.376456038706206	0.706577891795264	0.999727190789638	1.46858456983589	-0.258511544423732	0.334534463475045	-0.772750112913301	0.439670282638525	0.999908174269159
"gene_10035"	2.27668888109191	-0.145449264297429	0.2990452731717	-0.486378743776089	0.6266986585311	0.953716416738217	"scaffold_13"	"prediction"	"gene"	552416	553155	"0"	"+"	"."	"Name=jgi.p|Sepmu1|121594"	"portal_id=Sepmu1"	"expressed protein"	"121594"	"121678"	2.27668888109191	-0.0323230830208631	0.2285457459169	-0.141429379449556	0.887530746085088	0.999727190789638	2.27668888109191	0.272160751740473	0.255389663767649	1.06566862466322	0.286573465556781	0.999908174269159
"gene_10036"	49.6114763014907	-0.00777546040498441	0.0844280962109556	-0.0920956500731264	0.926622044504922	0.994162264486937	"scaffold_13"	"prediction"	"gene"	554326	557923	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152383"	"portal_id=Sepmu1"	"expressed protein"	"152383"	"152467"	49.6114763014907	0.01785380726036	0.0818766090728491	0.218057482625773	0.827384324192648	0.999727190789638	49.6114763014907	-0.0600430735999714	0.0884628431734755	-0.678737777873893	0.497304024929267	0.999908174269159
"gene_10037"	5.04009437541854	0.192862760885264	0.193590820267434	0.996239184372669	0.319133944788704	0.93667218237538	"scaffold_13"	"prediction"	"gene"	558147	560697	"0"	"+"	"."	"Name=jgi.p|Sepmu1|152384"	"portal_id=Sepmu1"	"Cytochrome P450"	"152384"	"152468"	5.04009437541854	0.0640132749026014	0.188121957518793	0.340275402972067	0.733649138733444	0.999727190789638	5.04009437541854	0.133542112729872	0.223107557555689	0.59855485933747	0.549469765682256	0.999908174269159
"gene_10038"	18.0827463518597	0.0754288620610582	0.10892565750311	0.692480208888383	0.488635810405868	0.93667218237538	"scaffold_13"	"prediction"	"gene"	561034	562113	"0"	"-"	"."	"Name=jgi.p|Sepmu1|18973"	"portal_id=Sepmu1"	"Pc12g16550"	"18973"	"19057"	18.0827463518597	-0.0950957157412467	0.10516511697019	-0.904251509254747	0.365862052790349	0.999727190789638	18.0827463518597	0.0632056058728272	0.116703593588943	0.541590913605042	0.58810035273717	0.999908174269159
"gene_10039"	42.0140284631605	-0.130112366314066	0.0886349247267227	-1.46795821980135	0.142115572136008	0.93667218237538	"scaffold_13"	"prediction"	"gene"	562593	565842	"0"	"-"	"."	"Name=jgi.p|Sepmu1|152385"	"portal_id=Sepmu1"	"transcription elongation complex subunit"	"152385"	"152469"	42.0140284631605	-0.0544028412131285	0.0886632027858174	-0.61358984904424	0.539486393064529	0.999727190789638	42.0140284631605	-0.147173892278688	0.0937582036153102	-1.5697174924825	0.116480849831058	0.999908174269159
"gene_1004"	24.7039194628058	0.10841455194996	0.117697412480025	0.921129442572574	0.356982850146227	0.93667218237538	"scaffold_1"	"prediction"	"gene"	2895542	2896055	"0"	"+"	"."	"Name=jgi.p|Sepmu1|35598"	"portal_id=Sepmu1"	"expressed protein"	"35598"	"35682"	24.7039194628058	0.0502167210989879	0.101859802655526	0.492998413405658	0.622013708400502	0.999727190789638	24.7039194628058	-0.220421274682494	0.10616918186375	-2.0761323654671	0.0378817104948681	0.999908174269159
"gene_10040"	1.96843097934007	0.178578959709133	0.228298259262599	0.782217789508955	0.434086591475805	0.93667218237538	"scaffold_13"	"prediction"	"gene"	567035	568364	"0"	"+"	"."	"Name=jgi.p|Sepmu1|145395"	"portal_id=Sepmu1"	"C4dic_mal_tran-domain containing protein"	"145395"	"145479"	1.96843097934007	0.29855500125648	0.282620087473282	1.05638280677662	0.290793357797364	0.999727190789638	1.96843097934007	0.188681012703396	0.311525208560214	0.605668522221458	0.544734890602913	0.999908174269159
"gene_10041"	1.6560161223056	-0.000635864958629857	0.304555423200139	-0.00208784644827026	0.998334140763873	0.999801581031413	"scaffold_13"	"prediction"	"gene"	568859	570848	"0"	"+"	"."	"Name=jgi.p|Sepmu1|136907"	"portal_id=Sepmu1"	"hypothetical protein"	"136907"	"136991"	1.6560161223056	-0.0746844777728339	0.310230906272201	-0.240738354119059	0.809757910720399	0.999727190789638	1.6560161223056	-0.232219091312028	0.286328917782027	-0.811022138842463	0.417352957144222	0.999908174269159
"gene_10042"	1.1481858189957	0.167933962561714	0.396148453873264	0.423916743634293	0.671626532667033	0.960727249024193	"scaffold_13"	"prediction"	"gene"	571646	573203	"0"	"-"	"."	"Name=jgi.p|Sepmu1|54634"	"portal_id=Sepmu1"	"MFS general substrate transporter"	"54634"	"54718"	1.1481858189957	0.255164709581545	0.342365209018422	0.745299764287133	0.456090523592214	0.999727190789638	1.1481858189957	0.103235086993801	0.372651418817077	0.277028562836295	0.781758174147997	0.999908174269159
"gene_10043"	1.08719654455047	0.373001615252986	0.398856359326511	0.93517780657382	0.34969667395421	0.93667218237538	"scaffold_13"	"prediction"	"gene"	573801	574480	"0"	"+"	"."	"Name=jgi.p|Sepmu1|23638"	"portal_id=Sepmu1"	"Clavaminate synthase-like protein"	"23638"	"23722"	1.08719654455047	0.127877996987057	0.368433229236708	0.347085948930245	0.728526749248332	0.999727190789638	1.08719654455047	0.014647994484912	0.377814518141171	0.0387703324821381	0.969073498292828	0.999908174269159
